history_id,opportunity_id,stage,entered_at,exited_at
H000534,O00138,Prospecting,2026-05-07,2026-05-20
H000535,O00138,Qualification,2026-05-20,2026-05-20
H000536,O00138,Proposal,2026-05-20,
H000537,O00139,Prospecting,2025-08-31,2025-09-13
H000538,O00139,Qualification,2025-09-13,2025-09-18
H000539,O00139,Proposal,2025-09-18,2025-10-08
H000540,O00139,Negotiation,2025-10-08,2025-10-22
H000541,O00139,Closed Won,2025-10-22,
H000542,O00140,Prospecting,2025-04-25,2025-05-01
H000543,O00140,Qualification,2025-05-01,2025-05-15
H000544,O00140,Proposal,2025-05-15,2025-05-17
H000545,O00140,Negotiation,2025-05-17,2025-05-30
H000546,O00140,Closed Won,2025-05-30,
H000547,O00141,Prospecting,2025-08-01,2025-11-28
H000548,O00141,Closed Lost,2025-11-28,
H000549,O00142,Prospecting,2025-07-06,2025-07-25
H000550,O00142,Qualification,2025-07-25,2025-07-27
H000551,O00142,Proposal,2025-07-27,2025-08-16
H000552,O00142,Negotiation,2025-08-16,2025-09-07
H000553,O00142,Closed Lost,2025-09-07,
H000554,O00143,Prospecting,2025-05-07,2025-05-19
H000555,O00143,Qualification,2025-05-19,2025-06-10
H000556,O00143,Proposal,2025-06-10,2025-07-10
H000557,O00143,Negotiation,2025-07-10,2025-07-22
H000558,O00143,Closed Won,2025-07-22,
H000559,O00144,Prospecting,2026-03-12,2026-03-19
H000560,O00144,Qualification,2026-03-19,
H000561,O00145,Prospecting,2025-10-19,2025-10-24
H000562,O00145,Qualification,2025-10-24,2025-12-01
H000563,O00145,Proposal,2025-12-01,2025-12-23
H000564,O00145,Negotiation,2025-12-23,2025-12-28
H000565,O00145,Closed Won,2025-12-28,
H000566,O00146,Prospecting,2024-09-07,2024-09-10
H000567,O00146,Qualification,2024-09-10,2024-09-24
H000568,O00146,Proposal,2024-09-24,2024-10-12
H000569,O00146,Negotiation,2024-10-12,2024-12-16
H000570,O00146,Closed Won,2024-12-16,
H000571,O00147,Prospecting,2026-05-10,2026-05-24
H000572,O00147,Qualification,2026-05-24,2026-05-30
H000573,O00147,Proposal,2026-05-30,
H000574,O00148,Prospecting,2025-07-20,2025-07-28
H000575,O00148,Qualification,2025-07-28,2025-08-09
H000576,O00148,Proposal,2025-08-09,2025-10-20
H000577,O00148,Closed Lost,2025-10-20,
H000578,O00149,Prospecting,2025-10-18,2025-10-18
H000579,O00149,Qualification,2025-10-18,2025-10-27
H000580,O00149,Proposal,2025-10-27,2025-11-05
H000581,O00149,Negotiation,2025-11-05,2025-11-07
H000582,O00149,Closed Won,2025-11-07,
H000583,O00150,Prospecting,2026-04-08,2026-04-17
H000584,O00150,Qualification,2026-04-17,
H000585,O00151,Prospecting,2025-06-04,2025-06-13
H000586,O00151,Qualification,2025-06-13,2025-08-01
H000587,O00151,Proposal,2025-08-01,2025-08-14
H000588,O00151,Negotiation,2025-08-14,2025-09-26
H000589,O00151,Closed Won,2025-09-26,
H000590,O00152,Prospecting,2026-02-24,2026-02-27
H000591,O00152,Qualification,2026-02-27,2026-03-03
H000592,O00152,Proposal,2026-03-03,2026-04-21
H000593,O00152,Closed Lost,2026-04-21,
H000594,O00153,Prospecting,2025-09-16,2025-09-18
H000595,O00153,Qualification,2025-09-18,2025-10-01
H000596,O00153,Proposal,2025-10-01,2025-12-21
H000597,O00153,Negotiation,2025-12-21,2025-12-24
H000598,O00153,Closed Won,2025-12-24,
H000599,O00154,Prospecting,2024-05-09,2024-07-03
H000600,O00154,Qualification,2024-07-03,2024-08-30
H000601,O00154,Closed Lost,2024-08-30,
H000602,O00155,Prospecting,2025-08-18,2025-10-24
H000603,O00155,Closed Lost,2025-10-24,
H000604,O00156,Prospecting,2026-03-11,2026-05-16
H000605,O00156,Qualification,2026-05-16,2026-05-17
H000606,O00156,Proposal,2026-05-17,2026-05-18
H000607,O00156,Negotiation,2026-05-18,
H000608,O00157,Prospecting,2025-01-09,2025-01-16
H000609,O00157,Qualification,2025-01-16,2025-02-28
H000610,O00157,Proposal,2025-02-28,2025-03-05
H000611,O00157,Negotiation,2025-03-05,2025-03-26
H000612,O00157,Closed Won,2025-03-26,
H000613,O00158,Prospecting,2024-10-10,2024-10-17
H000614,O00158,Qualification,2024-10-17,2024-11-12
H000615,O00158,Proposal,2024-11-12,2024-11-24
H000616,O00158,Negotiation,2024-11-24,2024-12-10
H000617,O00158,Closed Won,2024-12-10,
H000618,O00159,Prospecting,2026-05-26,2026-05-28
H000619,O00159,Qualification,2026-05-28,
H000620,O00160,Prospecting,2024-05-10,2024-05-17
H000621,O00160,Qualification,2024-05-17,2024-06-14
H000622,O00160,Proposal,2024-06-14,2024-06-14
H000623,O00160,Negotiation,2024-06-14,2024-06-30
H000624,O00160,Closed Won,2024-06-30,
H000625,O00161,Prospecting,2025-04-12,2025-04-27
H000626,O00161,Qualification,2025-04-27,2025-05-17
H000627,O00161,Proposal,2025-05-17,2025-06-04
H000628,O00161,Negotiation,2025-06-04,2025-07-20
H000629,O00161,Closed Won,2025-07-20,
H000630,O00162,Prospecting,2026-05-23,2026-05-23
H000631,O00162,Qualification,2026-05-23,2026-05-26
H000632,O00162,Proposal,2026-05-26,
H000633,O00163,Prospecting,2025-11-24,2025-12-08
H000634,O00163,Qualification,2025-12-08,2025-12-08
H000635,O00163,Proposal,2025-12-08,2026-02-08
H000636,O00163,Closed Lost,2026-02-08,
H000637,O00164,Prospecting,2026-05-17,2026-05-23
H000638,O00164,Qualification,2026-05-23,
H000639,O00165,Prospecting,2025-10-01,2025-11-06
H000640,O00165,Qualification,2025-11-06,2025-12-02
H000641,O00165,Proposal,2025-12-02,2025-12-29
H000642,O00165,Negotiation,2025-12-29,2026-01-10
H000643,O00165,Closed Won,2026-01-10,
H000644,O00166,Prospecting,2025-06-01,2025-08-07
H000645,O00166,Qualification,2025-08-07,2025-08-28
H000646,O00166,Closed Lost,2025-08-28,
H000647,O00167,Prospecting,2024-08-07,2024-09-10
H000648,O00167,Closed Lost,2024-09-10,
H000649,O00168,Prospecting,2024-08-10,2024-09-02
H000650,O00168,Qualification,2024-09-02,2024-09-07
H000651,O00168,Proposal,2024-09-07,2024-09-15
H000652,O00168,Negotiation,2024-09-15,2024-09-23
H000653,O00168,Closed Won,2024-09-23,
H000654,O00169,Prospecting,2024-07-12,2024-08-04
H000655,O00169,Qualification,2024-08-04,2024-09-04
H000656,O00169,Proposal,2024-09-04,2024-10-18
H000657,O00169,Negotiation,2024-10-18,2024-10-31
H000658,O00169,Closed Won,2024-10-31,
H000659,O00170,Prospecting,2025-06-30,2025-07-06
H000660,O00170,Qualification,2025-07-06,2025-08-29
H000661,O00170,Proposal,2025-08-29,2025-09-08
H000662,O00170,Negotiation,2025-09-08,2025-10-23
H000663,O00170,Closed Won,2025-10-23,
H000664,O00171,Prospecting,2026-05-07,
H000665,O00172,Prospecting,2026-01-31,2026-03-10
H000666,O00172,Qualification,2026-03-10,2026-05-03
H000667,O00172,Closed Lost,2026-05-03,
H000668,O00173,Prospecting,2025-07-12,2025-10-29
H000669,O00173,Closed Lost,2025-10-29,
H000670,O00174,Prospecting,2025-07-28,2025-09-18
H000671,O00174,Qualification,2025-09-18,2025-10-17
H000672,O00174,Proposal,2025-10-17,2025-10-31
H000673,O00174,Negotiation,2025-10-31,2025-11-01
H000674,O00174,Closed Won,2025-11-01,
H000675,O00175,Prospecting,2025-01-02,2025-04-01
H000676,O00175,Qualification,2025-04-01,2025-04-09
H000677,O00175,Closed Lost,2025-04-09,
H000678,O00176,Prospecting,2024-06-05,2024-07-08
H000679,O00176,Qualification,2024-07-08,2024-08-01
H000680,O00176,Proposal,2024-08-01,2024-09-24
H000681,O00176,Negotiation,2024-09-24,2024-09-25
H000682,O00176,Closed Won,2024-09-25,
H000683,O00177,Prospecting,2025-02-07,2025-02-18
H000684,O00177,Qualification,2025-02-18,2025-04-15
H000685,O00177,Proposal,2025-04-15,2025-04-15
H000686,O00177,Negotiation,2025-04-15,2025-06-05
H000687,O00177,Closed Won,2025-06-05,
H000688,O00178,Prospecting,2025-01-11,2025-02-08
H000689,O00178,Qualification,2025-02-08,2025-03-05
H000690,O00178,Proposal,2025-03-05,2025-03-05
H000691,O00178,Negotiation,2025-03-05,2025-04-15
H000692,O00178,Closed Won,2025-04-15,
H000693,O00179,Prospecting,2026-03-24,2026-03-26
H000694,O00179,Qualification,2026-03-26,2026-03-30
H000695,O00179,Proposal,2026-03-30,2026-05-06
H000696,O00179,Negotiation,2026-05-06,
H000697,O00180,Prospecting,2025-04-08,2025-04-22
H000698,O00180,Qualification,2025-04-22,2025-05-29
H000699,O00180,Proposal,2025-05-29,2025-07-26
H000700,O00180,Negotiation,2025-07-26,2025-08-04
H000701,O00180,Closed Won,2025-08-04,
H000702,O00181,Prospecting,2026-02-09,2026-02-09
H000703,O00181,Qualification,2026-02-09,2026-02-12
H000704,O00181,Proposal,2026-02-12,2026-02-20
H000705,O00181,Negotiation,2026-02-20,2026-03-02
H000706,O00181,Closed Lost,2026-03-02,
H000707,O00182,Prospecting,2025-07-31,2025-10-09
H000708,O00182,Closed Lost,2025-10-09,
H000709,O00183,Prospecting,2024-06-20,2024-06-27
H000710,O00183,Qualification,2024-06-27,2024-08-05
H000711,O00183,Proposal,2024-08-05,2024-08-30
H000712,O00183,Negotiation,2024-08-30,2024-09-21
H000713,O00183,Closed Won,2024-09-21,
H000714,O00184,Prospecting,2026-02-27,2026-03-16
H000715,O00184,Qualification,2026-03-16,2026-04-11
H000716,O00184,Proposal,2026-04-11,2026-04-19
H000717,O00184,Negotiation,2026-04-19,2026-05-08
H000718,O00184,Closed Won,2026-05-08,
H000719,O00185,Prospecting,2024-07-31,2024-11-01
H000720,O00185,Closed Lost,2024-11-01,
H000721,O00186,Prospecting,2025-03-09,2025-03-31
H000722,O00186,Qualification,2025-03-31,2025-04-01
H000723,O00186,Closed Lost,2025-04-01,
H000724,O00187,Prospecting,2026-03-31,2026-05-14
H000725,O00187,Qualification,2026-05-14,
H000726,O00188,Prospecting,2026-03-20,2026-04-10
H000727,O00188,Qualification,2026-04-10,2026-05-16
H000728,O00188,Proposal,2026-05-16,
H000729,O00189,Prospecting,2025-11-11,2025-11-17
H000730,O00189,Qualification,2025-11-17,2025-12-14
H000731,O00189,Proposal,2025-12-14,2025-12-27
H000732,O00189,Closed Lost,2025-12-27,
H000733,O00190,Prospecting,2026-05-08,
H000734,O00191,Prospecting,2026-03-02,2026-04-23
H000735,O00191,Qualification,2026-04-23,2026-04-23
H000736,O00191,Proposal,2026-04-23,2026-05-13
H000737,O00191,Negotiation,2026-05-13,2026-05-20
H000738,O00191,Closed Won,2026-05-20,
H000739,O00192,Prospecting,2026-05-24,2026-05-27
H000740,O00192,Qualification,2026-05-27,2026-05-28
H000741,O00192,Proposal,2026-05-28,2026-05-30
H000742,O00192,Negotiation,2026-05-30,
H000743,O00193,Prospecting,2025-08-12,2025-08-13
H000744,O00193,Qualification,2025-08-13,2025-09-01
H000745,O00193,Proposal,2025-09-01,2025-09-25
H000746,O00193,Negotiation,2025-09-25,2025-11-04
H000747,O00193,Closed Won,2025-11-04,
H000748,O00194,Prospecting,2025-04-26,2025-05-21
H000749,O00194,Qualification,2025-05-21,2025-06-18
H000750,O00194,Proposal,2025-06-18,2025-08-08
H000751,O00194,Negotiation,2025-08-08,2025-08-11
H000752,O00194,Closed Won,2025-08-11,
H000753,O00195,Prospecting,2025-11-20,2025-11-23
H000754,O00195,Qualification,2025-11-23,2025-11-27
H000755,O00195,Proposal,2025-11-27,2025-11-29
H000756,O00195,Negotiation,2025-11-29,2025-12-13
H000757,O00195,Closed Won,2025-12-13,
H000758,O00196,Prospecting,2024-12-19,2025-01-19
H000759,O00196,Qualification,2025-01-19,2025-01-30
H000760,O00196,Proposal,2025-01-30,2025-02-17
H000761,O00196,Negotiation,2025-02-17,2025-03-29
H000762,O00196,Closed Lost,2025-03-29,
H000763,O00197,Prospecting,2024-11-24,2024-12-06
H000764,O00197,Qualification,2024-12-06,2025-01-09
H000765,O00197,Proposal,2025-01-09,2025-01-25
H000766,O00197,Negotiation,2025-01-25,2025-02-21
H000767,O00197,Closed Won,2025-02-21,
H000768,O00198,Prospecting,2026-03-22,2026-03-30
H000769,O00198,Qualification,2026-03-30,2026-05-27
H000770,O00198,Proposal,2026-05-27,
H000771,O00199,Prospecting,2025-06-28,2025-08-05
H000772,O00199,Qualification,2025-08-05,2025-08-11
H000773,O00199,Proposal,2025-08-11,2025-08-16
H000774,O00199,Negotiation,2025-08-16,2025-08-27
H000775,O00199,Closed Won,2025-08-27,
H000776,O00200,Prospecting,2024-05-27,2024-06-21
H000777,O00200,Qualification,2024-06-21,2024-06-22
H000778,O00200,Proposal,2024-06-22,2024-06-22
H000779,O00200,Negotiation,2024-06-22,2024-07-09
H000780,O00200,Closed Won,2024-07-09,
H000781,O00201,Prospecting,2024-09-15,2024-09-26
H000782,O00201,Qualification,2024-09-26,2024-10-24
H000783,O00201,Proposal,2024-10-24,2024-11-23
H000784,O00201,Negotiation,2024-11-23,2024-12-05
H000785,O00201,Closed Lost,2024-12-05,
H000786,O00202,Prospecting,2026-04-05,2026-04-08
H000787,O00202,Qualification,2026-04-08,2026-05-17
H000788,O00202,Proposal,2026-05-17,2026-05-30
H000789,O00202,Negotiation,2026-05-30,
H000790,O00203,Prospecting,2025-08-12,2025-08-14
H000791,O00203,Qualification,2025-08-14,2025-10-12
H000792,O00203,Closed Lost,2025-10-12,
H000793,O00204,Prospecting,2025-12-07,2025-12-11
H000794,O00204,Qualification,2025-12-11,2026-02-18
H000795,O00204,Proposal,2026-02-18,2026-02-25
H000796,O00204,Negotiation,2026-02-25,2026-04-01
H000797,O00204,Closed Won,2026-04-01,
H000798,O00205,Prospecting,2025-10-14,2025-11-09
H000799,O00205,Qualification,2025-11-09,2025-11-11
H000800,O00205,Proposal,2025-11-11,2025-11-20
H000801,O00205,Negotiation,2025-11-20,2025-12-04
H000802,O00205,Closed Won,2025-12-04,
H000803,O00206,Prospecting,2025-02-17,2025-02-20
H000804,O00206,Qualification,2025-02-20,2025-03-18
H000805,O00206,Proposal,2025-03-18,2025-03-24
H000806,O00206,Negotiation,2025-03-24,2025-04-16
H000807,O00206,Closed Lost,2025-04-16,
H000808,O00207,Prospecting,2024-08-24,2024-09-04
H000809,O00207,Qualification,2024-09-04,2024-10-21
H000810,O00207,Proposal,2024-10-21,2024-11-10
H000811,O00207,Negotiation,2024-11-10,2024-11-16
H000812,O00207,Closed Won,2024-11-16,
H000813,O00208,Prospecting,2024-11-23,2025-02-07
H000814,O00208,Qualification,2025-02-07,2025-02-19
H000815,O00208,Proposal,2025-02-19,2025-03-03
H000816,O00208,Negotiation,2025-03-03,2025-03-14
H000817,O00208,Closed Lost,2025-03-14,
H000818,O00209,Prospecting,2025-05-07,2025-08-16
H000819,O00209,Closed Lost,2025-08-16,
H000820,O00210,Prospecting,2025-05-25,2025-07-14
H000821,O00210,Qualification,2025-07-14,2025-07-23
H000822,O00210,Proposal,2025-07-23,2025-08-15
H000823,O00210,Negotiation,2025-08-15,2025-08-23
H000824,O00210,Closed Won,2025-08-23,
H000825,O00211,Prospecting,2026-03-08,2026-04-14
H000826,O00211,Qualification,2026-04-14,2026-04-29
H000827,O00211,Proposal,2026-04-29,2026-05-11
H000828,O00211,Negotiation,2026-05-11,
H000829,O00212,Prospecting,2025-01-15,2025-01-15
H000830,O00212,Qualification,2025-01-15,2025-03-19
H000831,O00212,Proposal,2025-03-19,2025-04-25
H000832,O00212,Negotiation,2025-04-25,2025-05-12
H000833,O00212,Closed Won,2025-05-12,
H000834,O00213,Prospecting,2025-06-24,2025-06-24
H000835,O00213,Qualification,2025-06-24,2025-07-15
H000836,O00213,Proposal,2025-07-15,2025-08-31
H000837,O00213,Negotiation,2025-08-31,2025-09-10
H000838,O00213,Closed Lost,2025-09-10,
H000839,O00214,Prospecting,2024-06-26,2024-06-27
H000840,O00214,Qualification,2024-06-27,2024-07-01
H000841,O00214,Proposal,2024-07-01,2024-07-17
H000842,O00214,Negotiation,2024-07-17,2024-08-03
H000843,O00214,Closed Won,2024-08-03,
H000844,O00215,Prospecting,2024-10-30,2024-12-12
H000845,O00215,Qualification,2024-12-12,2024-12-13
H000846,O00215,Proposal,2024-12-13,2024-12-19
H000847,O00215,Negotiation,2024-12-19,2025-01-11
H000848,O00215,Closed Won,2025-01-11,
H000849,O00216,Prospecting,2024-06-06,2024-08-11
H000850,O00216,Closed Lost,2024-08-11,
H000851,O00217,Prospecting,2024-07-06,2024-07-30
H000852,O00217,Qualification,2024-07-30,2024-09-06
H000853,O00217,Proposal,2024-09-06,2024-10-04
H000854,O00217,Closed Lost,2024-10-04,
H000855,O00218,Prospecting,2024-08-20,2024-09-02
H000856,O00218,Qualification,2024-09-02,2024-09-05
H000857,O00218,Proposal,2024-09-05,2024-09-15
H000858,O00218,Negotiation,2024-09-15,2024-09-16
H000859,O00218,Closed Won,2024-09-16,
H000860,O00219,Prospecting,2025-03-21,2025-04-02
H000861,O00219,Qualification,2025-04-02,2025-04-24
H000862,O00219,Proposal,2025-04-24,2025-06-25
H000863,O00219,Negotiation,2025-06-25,2025-06-26
H000864,O00219,Closed Won,2025-06-26,
H000865,O00220,Prospecting,2026-01-15,2026-01-15
H000866,O00220,Qualification,2026-01-15,2026-02-27
H000867,O00220,Closed Lost,2026-02-27,
H000868,O00221,Prospecting,2026-01-21,2026-01-30
H000869,O00221,Qualification,2026-01-30,2026-02-06
H000870,O00221,Proposal,2026-02-06,2026-02-27
H000871,O00221,Negotiation,2026-02-27,2026-03-08
H000872,O00221,Closed Lost,2026-03-08,
H000873,O00222,Prospecting,2026-04-10,2026-04-15
H000874,O00222,Qualification,2026-04-15,2026-05-19
H000875,O00222,Proposal,2026-05-19,
H000876,O00223,Prospecting,2024-10-27,2024-11-17
H000877,O00223,Qualification,2024-11-17,2024-11-19
H000878,O00223,Closed Lost,2024-11-19,
H000879,O00224,Prospecting,2024-10-07,2024-11-13
H000880,O00224,Qualification,2024-11-13,2024-12-11
H000881,O00224,Proposal,2024-12-11,2024-12-21
H000882,O00224,Negotiation,2024-12-21,2024-12-27
H000883,O00224,Closed Lost,2024-12-27,
H000884,O00225,Prospecting,2025-11-20,2026-01-19
H000885,O00225,Closed Lost,2026-01-19,
H000886,O00226,Prospecting,2025-02-12,2025-02-18
H000887,O00226,Qualification,2025-02-18,2025-02-26
H000888,O00226,Proposal,2025-02-26,2025-03-04
H000889,O00226,Negotiation,2025-03-04,2025-03-23
H000890,O00226,Closed Won,2025-03-23,
H000891,O00227,Prospecting,2026-04-10,2026-04-14
H000892,O00227,Qualification,2026-04-14,2026-05-24
H000893,O00227,Proposal,2026-05-24,
H000894,O00228,Prospecting,2024-10-27,2024-10-29
H000895,O00228,Qualification,2024-10-29,2024-11-01
H000896,O00228,Proposal,2024-11-01,2024-11-07
H000897,O00228,Negotiation,2024-11-07,2024-12-24
H000898,O00228,Closed Won,2024-12-24,
H000899,O00229,Prospecting,2025-04-14,2025-04-18
H000900,O00229,Qualification,2025-04-18,2025-04-28
H000901,O00229,Proposal,2025-04-28,2025-05-17
H000902,O00229,Negotiation,2025-05-17,2025-05-28
H000903,O00229,Closed Lost,2025-05-28,
H000904,O00230,Prospecting,2024-06-07,2024-06-19
H000905,O00230,Qualification,2024-06-19,2024-07-11
H000906,O00230,Proposal,2024-07-11,2024-09-11
H000907,O00230,Negotiation,2024-09-11,2024-09-27
H000908,O00230,Closed Won,2024-09-27,
H000909,O00231,Prospecting,2024-06-17,2024-07-11
H000910,O00231,Qualification,2024-07-11,2024-08-01
H000911,O00231,Proposal,2024-08-01,2024-08-08
H000912,O00231,Negotiation,2024-08-08,2024-09-04
H000913,O00231,Closed Won,2024-09-04,
H000914,O00232,Prospecting,2025-02-08,2025-02-14
H000915,O00232,Qualification,2025-02-14,2025-02-16
H000916,O00232,Proposal,2025-02-16,2025-03-04
H000917,O00232,Negotiation,2025-03-04,2025-04-05
H000918,O00232,Closed Won,2025-04-05,
H000919,O00233,Prospecting,2024-11-28,2024-12-02
H000920,O00233,Qualification,2024-12-02,2024-12-21
H000921,O00233,Proposal,2024-12-21,2024-12-31
H000922,O00233,Closed Lost,2024-12-31,
H000923,O00234,Prospecting,2025-11-05,2025-11-06
H000924,O00234,Qualification,2025-11-06,2025-11-08
H000925,O00234,Proposal,2025-11-08,2025-12-31
H000926,O00234,Negotiation,2025-12-31,2026-01-07
H000927,O00234,Closed Won,2026-01-07,
H000928,O00235,Prospecting,2025-12-28,2026-01-26
H000929,O00235,Qualification,2026-01-26,2026-02-25
H000930,O00235,Proposal,2026-02-25,2026-03-05
H000931,O00235,Negotiation,2026-03-05,2026-04-03
H000932,O00235,Closed Won,2026-04-03,
H000933,O00236,Prospecting,2026-03-12,2026-04-18
H000934,O00236,Qualification,2026-04-18,2026-05-16
H000935,O00236,Proposal,2026-05-16,2026-05-24
H000936,O00236,Negotiation,2026-05-24,
H000937,O00237,Prospecting,2026-05-01,2026-05-27
H000938,O00237,Qualification,2026-05-27,
H000939,O00238,Prospecting,2025-04-04,2025-04-10
H000940,O00238,Qualification,2025-04-10,2025-04-15
H000941,O00238,Proposal,2025-04-15,2025-07-18
H000942,O00238,Closed Lost,2025-07-18,
H000943,O00239,Prospecting,2026-05-18,2026-05-28
H000944,O00239,Qualification,2026-05-28,
H000945,O00240,Prospecting,2025-10-28,2025-11-20
H000946,O00240,Qualification,2025-11-20,2025-11-28
H000947,O00240,Proposal,2025-11-28,2025-12-03
H000948,O00240,Negotiation,2025-12-03,2025-12-25
H000949,O00240,Closed Won,2025-12-25,
H000950,O00241,Prospecting,2025-12-27,2026-02-12
H000951,O00241,Qualification,2026-02-12,2026-02-23
H000952,O00241,Proposal,2026-02-23,2026-03-22
H000953,O00241,Negotiation,2026-03-22,2026-04-14
H000954,O00241,Closed Won,2026-04-14,
H000955,O00242,Prospecting,2025-12-09,2026-01-29
H000956,O00242,Qualification,2026-01-29,2026-02-08
H000957,O00242,Proposal,2026-02-08,2026-03-10
H000958,O00242,Negotiation,2026-03-10,2026-03-30
H000959,O00242,Closed Lost,2026-03-30,
H000960,O00243,Prospecting,2025-05-24,2025-06-01
H000961,O00243,Qualification,2025-06-01,2025-07-26
H000962,O00243,Proposal,2025-07-26,2025-08-10
H000963,O00243,Negotiation,2025-08-10,2025-08-28
H000964,O00243,Closed Won,2025-08-28,
H000965,O00244,Prospecting,2026-03-20,2026-04-17
H000966,O00244,Qualification,2026-04-17,
H000967,O00245,Prospecting,2026-04-09,2026-05-26
H000968,O00245,Qualification,2026-05-26,2026-05-30
H000969,O00245,Proposal,2026-05-30,
H000970,O00246,Prospecting,2025-02-26,2025-04-03
H000971,O00246,Closed Lost,2025-04-03,
H000972,O00247,Prospecting,2026-04-16,
